Date, Open_FBMKLCI, High_FBMKLCI, Low_FBMKLCI, Close_FBMKLCI
4/2/2020,1330.9,1330.9,1330.9,1330.9
4/1/2020,1322.66,1322.66,1322.66,1322.66
03/31/20,1350.89,1350.89,1350.89,1350.89
03/30/20,1328.88,1328.88,1328.88,1328.88
03/27/20,1343.09,1343.09,1343.09,1343.09
03/26/20,1328.09,1328.09,1328.09,1328.09
03/25/20,1324.5,1324.5,1324.5,1324.5
03/24/20,1291.14,1291.14,1291.14,1291.14
03/23/20,1259.88,1259.88,1259.88,1259.88
03/20/20,1303.28,1303.28,1303.28,1303.28
03/19/20,1219.72,1219.72,1219.72,1219.72
03/18/20,1239.01,1239.01,1239.01,1239.01
03/17/20,1256.58,1256.58,1256.58,1256.58
03/16/20,1280.63,1280.63,1280.63,1280.63
03/13/20,1344.75,1344.75,1344.75,1344.75
3/12/2020,1419.43,1419.43,1419.43,1419.43
3/11/2020,1443.83,1443.83,1443.83,1443.83
3/10/2020,1430.47,1430.47,1430.47,1430.47
3/9/2020,1424.16,1424.16,1424.16,1424.16
3/6/2020,1483.1,1483.1,1483.1,1483.1
3/5/2020,1491.03,1491.03,1491.03,1491.03
3/4/2020,1489.95,1489.95,1489.95,1489.95
3/3/2020,1478.64,1478.64,1478.64,1478.64
3/2/2020,1466.94,1466.94,1466.94,1466.94
02/28/20,1482.64,1482.64,1482.64,1482.64
02/27/20,1505.59,1505.59,1505.59,1505.59
02/26/20,1495.19,1495.19,1495.19,1495.19
02/25/20,1500.88,1500.88,1500.88,1500.88
02/24/20,1490.06,1490.06,1490.06,1490.06
02/21/20,1531.2,1531.2,1531.2,1531.2
02/20/20,1534.98,1534.98,1534.98,1534.98
02/19/20,1534.16,1534.16,1534.16,1534.16
02/18/20,1537.08,1537.08,1537.08,1537.08
02/17/20,1537.12,1537.12,1537.12,1537.12
02/14/20,1544.46,1544.46,1544.46,1544.46
02/13/20,1539.16,1539.16,1539.16,1539.16
2/12/2020,1542.94,1542.94,1542.94,1542.94
2/11/2020,1551.48,1551.48,1551.48,1551.48
2/10/2020,1542.8,1542.8,1542.8,1542.8
2/7/2020,1554.49,1554.49,1554.49,1554.49
2/6/2020,1552.77,1552.77,1552.77,1552.77
2/5/2020,1536.79,1536.79,1536.79,1536.79
2/4/2020,1535.8,1535.8,1535.8,1535.8
2/3/2020,1521.95,1521.95,1521.95,1521.95
01/31/20,1531.06,1531.06,1531.06,1531.06
01/30/20,1545.59,1545.59,1545.59,1545.59
01/29/20,1550.47,1550.47,1550.47,1550.47
01/28/20,1551.64,1551.64,1551.64,1551.64
01/24/20,1572.81,1572.81,1572.81,1572.81
01/23/20,1574.44,1574.44,1574.44,1574.44
01/22/20,1577.98,1577.98,1577.98,1577.98
01/21/20,1587.33,1587.33,1587.33,1587.33
01/20/20,1588.88,1588.88,1588.88,1588.88
01/17/20,1595.81,1595.81,1595.81,1595.81
01/16/20,1587.88,1587.88,1587.88,1587.88
01/15/20,1585.14,1585.14,1585.14,1585.14
01/14/20,1580.6,1580.6,1580.6,1580.6
01/13/20,1584.73,1584.73,1584.73,1584.73
1/10/2020,1591.46,1591.46,1591.46,1591.46
1/9/2020,1595.65,1595.65,1595.65,1595.65
1/8/2020,1589.1,1589.1,1589.1,1589.1
1/7/2020,1611.04,1611.04,1611.04,1611.04
1/6/2020,1597.76,1597.76,1597.76,1597.76
1/3/2020,1611.38,1611.38,1611.38,1611.38
1/2/2020,1602.5,1602.5,1602.5,1602.5
12/31/19,1588.76,1588.76,1588.76,1588.76
12/30/19,1615.67,1615.67,1615.67,1615.67
12/27/19,1610.61,1610.61,1610.61,1610.61
12/26/19,1603.55,1603.55,1603.55,1603.55
12/24/19,1604.23,1604.23,1604.23,1604.23
12/23/19,1614.18,1614.18,1614.18,1614.18
12/20/19,1610.18,1610.18,1610.18,1610.18
12/19/19,1596.01,1596.01,1596.01,1596.01
12/18/19,1599.11,1599.11,1599.11,1599.11
12/17/19,1576.95,1576.95,1576.95,1576.95
12/16/19,1569.35,1569.35,1569.35,1569.35
12/13/19,1571.16,1571.16,1571.16,1571.16
12/12/2019,1567.34,1567.34,1567.34,1567.34
12/11/2019,1563.19,1563.19,1563.19,1563.19
12/10/2019,1561.79,1561.79,1561.79,1561.79
12/9/2019,1562.71,1562.71,1562.71,1562.71
12/6/2019,1568.44,1568.44,1568.44,1568.44
12/5/2019,1563.58,1563.58,1563.58,1563.58
12/4/2019,1560.93,1560.93,1560.93,1560.93
12/3/2019,1562.27,1562.27,1562.27,1562.27
12/2/2019,1570.55,1570.55,1570.55,1570.55
11/29/19,1561.74,1561.74,1561.74,1561.74
11/28/19,1583.77,1588.51,1582.28,1583.77
11/27/19,1587.18,1587.18,1587.18,1587.18
11/26/19,1583.87,1583.87,1583.87,1583.87
11/25/19,1591.35,1591.35,1591.35,1591.35
11/22/19,1596.84,1596.84,1596.84,1596.84
11/21/19,1592.19,1592.19,1592.19,1592.19
11/20/19,1601.14,1601.14,1601.14,1601.14
11/19/19,1605.31,1605.31,1605.31,1605.31
11/18/19,1604.36,1604.36,1604.36,1604.36
11/15/19,1594.75,1594.75,1594.75,1594.75
11/14/19,1593.55,1593.55,1593.55,1593.55
11/13/19,1597.22,1597.22,1597.22,1597.22
11/12/2019,1609.73,1609.73,1609.73,1609.73
11/11/2019,1608.15,1608.15,1608.15,1608.15
11/8/2019,1609.73,1609.73,1609.73,1609.73
11/7/2019,1609.33,1609.33,1609.33,1609.33
11/6/2019,1603.25,1603.25,1603.25,1603.25
11/5/2019,1606.74,1606.74,1606.74,1606.74
11/4/2019,1603.56,1603.56,1603.56,1603.56
11/1/2019,1593.34,1593.34,1593.34,1593.34
10/31/19,1597.98,1597.98,1597.98,1597.98
10/30/19,1580,1580,1580,1580
10/29/19,1577.79,1577.79,1577.79,1577.79
10/25/19,1570,1570,1570,1570
10/24/19,1571.11,1571.11,1571.11,1571.11
10/23/19,1568.79,1568.79,1568.79,1568.79
10/22/19,1574.09,1574.09,1574.09,1574.09
10/21/19,1570.93,1570.93,1570.93,1570.93
10/18/19,1571.15,1571.15,1571.15,1571.15
10/17/19,1574.5,1574.5,1574.5,1574.5
10/16/19,1574.9,1574.9,1574.9,1574.9
10/15/19,1566.23,1566.23,1566.23,1566.23
10/14/19,1567.59,1567.59,1567.59,1567.59
10/11/2019,1556.84,1556.84,1556.84,1556.84
10/10/2019,1551.87,1551.87,1551.87,1551.87
10/9/2019,1551.23,1551.23,1551.23,1551.23
10/8/2019,1558.79,1558.79,1558.79,1558.79
10/7/2019,1559,1559,1559,1559
10/4/2019,1557.67,1557.67,1557.67,1557.67
10/3/2019,1564.12,1564.12,1564.12,1564.12
10/2/2019,1574.9,1574.9,1574.9,1574.9
10/1/2019,1589.44,1589.44,1589.44,1589.44
09/30/19,1583.91,1583.91,1583.91,1583.91
09/27/19,1584.14,1584.14,1584.14,1584.14
09/26/19,1593,1593,1593,1593
09/25/19,1589.58,1589.58,1589.58,1589.58
09/24/19,1592.33,1592.33,1592.33,1592.33
09/23/19,1592.93,1592.93,1592.93,1592.93
09/20/19,1597.41,1597.41,1597.41,1597.41
09/19/19,1596.28,1596.28,1596.28,1596.28
09/18/19,1599.49,1599.49,1599.49,1599.49
09/17/19,1604.3,1604.3,1604.3,1604.3
09/13/19,1601.25,1601.25,1601.25,1601.25
9/12/2019,1601,1601,1601,1601
9/11/2019,1602.3,1602.3,1602.3,1602.3
9/10/2019,1595.85,1595.85,1595.85,1595.85
9/6/2019,1604.47,1604.47,1604.47,1604.47
9/5/2019,1599.75,1599.75,1599.75,1599.75
9/4/2019,1599.89,1599.89,1599.89,1599.89
9/3/2019,1591.52,1591.52,1591.52,1591.52
08/30/19,1612.14,1612.14,1612.14,1612.14
08/29/19,1595.18,1595.18,1595.18,1595.18
08/28/19,1589.82,1589.82,1589.82,1589.82
08/27/19,1590.84,1590.84,1590.84,1590.84
08/26/19,1600.53,1600.53,1600.53,1600.53
08/23/19,1609.33,1609.33,1609.33,1609.33
08/22/19,1602.47,1602.47,1602.47,1602.47
08/21/19,1594.59,1594.59,1594.59,1594.59
08/20/19,1602.75,1602.75,1602.75,1602.75
08/19/19,1596.45,1596.45,1596.45,1596.45
08/16/19,1599.22,1599.22,1599.22,1599.22
08/15/19,1600.29,1600.29,1600.29,1600.29
08/14/19,1600.31,1600.31,1600.31,1600.31
08/13/19,1592.88,1592.88,1592.88,1592.88
8/9/2019,1615.05,1615.05,1615.05,1615.05
8/8/2019,1616.02,1616.02,1616.02,1616.02
8/7/2019,1604.7,1604.7,1604.7,1604.7
8/6/2019,1611.79,1611.79,1611.79,1611.79
8/5/2019,1610.41,1610.41,1610.41,1610.41
8/2/2019,1626.76,1626.76,1626.76,1626.76
8/1/2019,1639.07,1639.07,1639.07,1639.07
07/31/19,1634.87,1634.87,1634.87,1634.87
07/29/19,1642.69,1642.69,1642.69,1642.69
07/26/19,1647.96,1647.96,1647.96,1647.96
07/25/19,1656.58,1656.58,1656.58,1656.58
07/24/19,1652.41,1652.41,1652.41,1652.41
07/23/19,1655.67,1655.67,1655.67,1655.67
07/22/19,1655.4,1655.4,1655.4,1655.4
07/19/19,1658.19,1658.19,1658.19,1658.19
07/18/19,1648.93,1648.93,1648.93,1648.93
07/17/19,1657.53,1657.53,1657.53,1657.53
07/16/19,1668.94,1668.94,1668.94,1668.94
07/15/19,1672.37,1672.37,1672.37,1672.37
7/12/2019,1669.45,1669.45,1669.45,1669.45
7/11/2019,1679.26,1679.26,1679.26,1679.26
7/10/2019,1678.97,1678.97,1678.97,1678.97
7/9/2019,1682.87,1682.87,1682.87,1682.87
7/8/2019,1677.64,1677.64,1677.64,1677.64
7/5/2019,1682.53,1682.53,1682.53,1682.53
7/4/2019,1687.48,1687.48,1687.48,1687.48
7/3/2019,1690.05,1690.05,1690.05,1690.05
7/2/2019,1691,1691,1691,1691
7/1/2019,1683.62,1683.62,1683.62,1683.62
06/28/19,1672.13,1672.13,1672.13,1672.13
06/27/19,1672.7,1672.7,1672.7,1672.7
06/26/19,1674.49,1674.49,1674.49,1674.49
06/25/19,1676.61,1676.61,1676.61,1676.61
06/24/19,1676.13,1676.13,1676.13,1676.13
06/21/19,1682.23,1682.23,1682.23,1682.23
06/20/19,1675.43,1675.43,1675.43,1675.43
06/19/19,1666.54,1666.54,1666.54,1666.54
06/18/19,1652.76,1652.76,1652.76,1652.76
06/17/19,1638.4,1638.4,1638.4,1638.4
06/14/19,1638.63,1638.63,1638.63,1638.63
06/13/19,1643.74,1643.74,1643.74,1643.74
6/12/2019,1650.74,1650.74,1650.74,1650.74
6/11/2019,1651.2,1651.2,1651.2,1651.2
6/10/2019,1655.47,1655.47,1655.47,1655.47
6/7/2019,1649.33,1649.33,1649.33,1649.33
6/4/2019,1644.09,1644.09,1644.09,1644.09
6/3/2019,1655.31,1655.31,1655.31,1655.31
05/31/19,1650.76,1650.76,1650.76,1650.76
05/30/19,1636.5,1636.5,1636.5,1636.5
05/29/19,1623.67,1623.67,1623.67,1623.67
05/28/19,1614.57,1614.57,1602.15,1614.57
05/27/19,1601.35,1601.35,1601.35,1601.35
05/24/19,1598.32,1598.32,1598.32,1598.32
05/23/19,1601.87,1601.87,1601.87,1601.87
05/21/19,1603.74,1603.74,1603.74,1603.74
05/17/19,1605.36,1605.36,1605.36,1605.36
05/16/19,1599.19,1599.19,1599.19,1599.19
05/15/19,1611.43,1611.43,1611.43,1611.43
05/14/19,1599.19,1599.19,1599.19,1599.19
05/13/19,1601.09,1601.09,1601.09,1601.09
5/10/2019,1610.27,1610.27,1610.27,1610.27
5/9/2019,1618.53,1618.53,1618.53,1618.53
5/8/2019,1633.55,1633.55,1633.55,1633.55
5/7/2019,1639.37,1639.37,1639.37,1639.37
5/6/2019,1632.8,1632.8,1632.8,1632.8
5/3/2019,1637.3,1637.3,1637.3,1637.3
5/2/2019,1642.46,1644.35,1631.27,1632.24
04/30/19,1642.29,1642.29,1642.29,1642.29
04/29/19,1637.4,1637.4,1637.4,1637.4
04/26/19,1638.38,1638.38,1638.38,1638.38
04/25/19,1635.68,1635.68,1635.68,1635.68
04/24/19,1638.01,1638.01,1638.01,1638.01
04/23/19,1627.44,1627.44,1627.44,1627.44
04/22/19,1622.06,1622.06,1622.06,1622.06
04/19/19,1622.07,1622.07,1622.07,1622.07
04/18/19,1619.73,1619.73,1619.73,1619.73
04/17/19,1620.9,1620.9,1620.9,1620.9
04/16/19,1629.46,1629.46,1629.46,1629.46
04/15/19,1631.33,1631.33,1631.33,1631.33
4/12/2019,1630.17,1630.17,1630.17,1630.17
4/11/2019,1624.23,1624.23,1624.23,1624.23
4/10/2019,1639.46,1639.46,1639.46,1639.46
4/9/2019,1641.94,1641.94,1641.94,1641.94
4/8/2019,1644.35,1644.35,1644.35,1644.35
4/5/2019,1641.81,1641.81,1641.81,1641.81
4/4/2019,1645.07,1645.07,1645.07,1645.07
4/3/2019,1643.21,1643.21,1643.21,1643.21
4/2/2019,1632.83,1632.83,1632.83,1632.83
4/1/2019,1628.66,1628.66,1628.66,1628.66
03/29/19,1643.63,1643.63,1643.63,1643.63
03/28/19,1641.33,1641.33,1641.33,1641.33
03/27/19,1642.73,1642.73,1642.73,1642.73
03/26/19,1649.94,1649.94,1649.94,1649.94
03/25/19,1649.15,1649.15,1649.15,1649.15
03/22/19,1666.66,1666.66,1666.66,1666.66
03/21/19,1663.66,1663.66,1663.66,1663.66
03/20/19,1684.21,1684.21,1684.21,1684.21
03/19/19,1687.68,1687.68,1687.68,1687.68
03/18/19,1690.94,1690.94,1690.94,1690.94
03/15/19,1680.54,1680.54,1680.54,1680.54
03/14/19,1674.52,1674.52,1674.52,1674.52
03/13/19,1678.24,1678.24,1678.24,1678.24
3/12/2019,1671.28,1671.28,1671.28,1671.28
3/11/2019,1664.63,1664.63,1664.63,1664.63
3/8/2019,1679.9,1679.9,1679.9,1679.9
3/7/2019,1686.95,1686.95,1686.95,1686.95
3/6/2019,1686.82,1686.82,1686.82,1686.82
3/5/2019,1685.62,1685.62,1685.62,1685.62
3/4/2019,1693.99,1693.99,1693.99,1693.99
3/1/2019,1700.76,1700.76,1700.76,1700.76
02/28/19,1707.73,1707.73,1707.73,1707.73
02/27/19,1713.45,1713.45,1713.45,1713.45
02/26/19,1719,1719,1719,1719
02/25/19,1724.58,1724.58,1724.58,1724.58
02/22/19,1721.42,1721.42,1721.42,1721.42
02/21/19,1730.68,1730.68,1730.68,1730.68
02/20/19,1726.18,1726.18,1726.18,1726.18
02/19/19,1706.56,1706.56,1706.56,1706.56
02/18/19,1692.74,1692.74,1692.74,1692.74
02/15/19,1688.83,1688.83,1688.83,1688.83
02/14/19,1689.06,1689.06,1689.06,1689.06
02/13/19,1685.3,1685.3,1685.3,1685.3
2/12/2019,1687.41,1687.41,1687.41,1687.41
2/11/2019,1688.56,1688.56,1688.56,1688.56
2/8/2019,1686.52,1686.52,1686.52,1686.52
2/7/2019,1693.39,1693.39,1693.39,1693.39
2/6/2019,1683.61,1683.61,1683.61,1683.61
2/5/2019,1683.61,1683.61,1683.61,1683.61
2/4/2019,1683.61,1683.61,1683.61,1683.61
2/1/2019,1683.53,1683.53,1683.53,1683.53
01/31/19,1683.53,1683.53,1683.53,1683.53
01/30/19,1684.11,1684.11,1684.11,1684.11
01/29/19,1690.41,1690.41,1690.41,1690.41
01/28/19,1697.5,1697.5,1697.5,1697.5
01/25/19,1701.03,1701.03,1701.03,1701.03
01/24/19,1693.59,1693.59,1693.59,1693.59
01/23/19,1688.14,1688.14,1688.14,1688.14
01/22/19,1702.12,1702.12,1702.12,1702.12
01/18/19,1692.22,1692.22,1692.22,1692.22
01/17/19,1682.97,1682.97,1682.97,1682.97
01/16/19,1673.08,1673.08,1673.08,1673.08
01/15/19,1679.42,1679.42,1679.42,1679.42
01/14/19,1676.16,1676.16,1676.16,1676.16
1/11/2019,1683.22,1683.22,1683.22,1683.22
1/10/2019,1678.88,1678.88,1678.88,1678.88
1/9/2019,1667.83,1667.83,1667.83,1667.83
1/8/2019,1672.76,1672.76,1672.76,1672.76
1/7/2019,1679.17,1679.17,1679.17,1679.17
1/4/2019,1669.78,1669.78,1669.78,1669.78
1/3/2019,1675.83,1675.83,1675.83,1675.83
1/2/2019,1668.11,1668.11,1668.11,1668.11
12/31/18,1690.58,1690.58,1690.58,1690.58
12/28/18,1692.07,1692.07,1692.07,1692.07
12/27/18,1690.72,1690.72,1690.72,1690.72
12/26/18,1672.6,1672.6,1672.6,1672.6
12/24/18,1683.82,1683.82,1683.82,1683.82
12/21/18,1670.28,1670.28,1670.28,1670.28
12/20/18,1650.56,1650.56,1650.56,1650.56
12/19/18,1655.66,1655.66,1655.66,1655.66
12/18/18,1635.31,1635.31,1635.31,1635.31
12/17/18,1641.62,1641.62,1641.62,1641.62
12/14/18,1661.96,1661.96,1661.96,1661.96
12/13/18,1676,1676,1676,1676
12/12/2018,1663.27,1663.27,1663.27,1663.27
12/11/2018,1652.63,1652.63,1652.63,1652.63
12/10/2018,1663.31,1663.31,1663.31,1663.31
12/7/2018,1680.54,1680.54,1680.54,1680.54
12/6/2018,1683.34,1683.34,1683.34,1683.34
12/5/2018,1688.27,1688.27,1688.27,1688.27
12/4/2018,1694.99,1694.99,1694.99,1694.99
12/3/2018,1699.72,1699.72,1699.72,1699.72
11/30/18,1679.86,1679.86,1679.86,1679.86
11/29/18,1696.34,1696.34,1696.34,1696.34
11/28/18,1686.55,1686.55,1686.55,1686.55
11/27/18,1684.97,1684.97,1684.97,1684.97
11/26/18,1701.99,1701.99,1701.99,1701.99
11/23/18,1695.88,1695.88,1695.88,1695.88
11/22/18,1695.62,1695.62,1695.62,1695.62
11/21/18,1695.37,1695.37,1695.37,1695.37
11/20/18,1710.71,1710.71,1710.71,1710.71
11/19/18,1710.71,1710.71,1710.71,1710.71
11/16/18,1706.38,1706.38,1706.38,1706.38
11/15/18,1694.21,1694.21,1694.21,1694.21
11/14/18,1688.41,1688.41,1688.41,1688.41
11/13/18,1687.57,1687.57,1687.57,1687.57
11/12/2018,1696.14,1696.14,1696.14,1696.14
11/9/2018,1708.09,1708.09,1708.09,1708.09
11/8/2018,1721.42,1721.42,1721.42,1721.42
11/7/2018,1714.88,1714.88,1714.88,1714.88
11/6/2018,1708.8,1708.8,1708.8,1708.8
11/5/2018,1708.8,1708.8,1708.8,1708.8
11/2/2018,1713.87,1713.87,1713.87,1713.87
11/1/2018,1706.92,1706.92,1706.92,1706.92
10/31/18,1709.27,1709.27,1709.27,1709.27
10/30/18,1685.94,1685.94,1685.94,1685.94
10/29/18,1683.73,1683.73,1683.73,1683.73
10/26/18,1683.06,1683.06,1683.06,1683.06
10/25/18,1686.59,1686.59,1686.59,1686.59
10/24/18,1690.04,1690.04,1690.04,1690.04
10/23/18,1697.6,1697.6,1697.6,1697.6
10/22/18,1722.47,1722.47,1722.47,1722.47
10/19/18,1732.14,1732.14,1732.14,1732.14
10/18/18,1738.01,1738.01,1738.01,1738.01
10/17/18,1740.59,1740.59,1740.59,1740.59
10/16/18,1736.84,1736.84,1736.84,1736.84
10/15/18,1728.74,1728.74,1728.74,1728.74
10/12/2018,1730.74,1730.74,1730.74,1730.74
10/11/2018,1708.49,1708.49,1708.49,1708.49
10/10/2018,1735.18,1735.18,1735.18,1735.18
10/9/2018,1774.15,1774.15,1774.15,1774.15
10/8/2018,1775.75,1775.75,1775.75,1775.75
10/5/2018,1777.15,1777.15,1777.15,1777.15
10/4/2018,1790.11,1790.11,1790.11,1790.11
10/3/2018,1796.3,1796.3,1796.3,1796.3
10/2/2018,1798.15,1798.15,1798.15,1798.15
10/1/2018,1792.46,1792.46,1792.46,1792.46
09/28/18,1793.15,1793.15,1793.15,1793.15
09/27/18,1798.64,1798.64,1798.64,1798.64
09/26/18,1798.72,1798.72,1798.72,1798.72
09/25/18,1794.47,1794.47,1794.47,1794.47
09/24/18,1800.17,1800.17,1800.17,1800.17
09/21/18,1810.64,1810.64,1810.64,1810.64
09/20/18,1803.7,1803.7,1803.7,1803.7
09/19/18,1800.71,1800.71,1800.71,1800.71
09/18/18,1792.94,1792.94,1792.94,1792.94
09/17/18,1803.76,1803.76,1803.76,1803.76
09/14/18,1803.76,1803.76,1803.76,1803.76
09/13/18,1792.6,1792.6,1792.6,1792.6
9/12/2018,1785.25,1785.25,1785.25,1785.25
9/11/2018,1799.17,1799.17,1799.17,1799.17
9/10/2018,1799.17,1799.17,1799.17,1799.17
9/7/2018,1799.17,1799.17,1799.17,1799.17
9/6/2018,1798.57,1798.57,1798.57,1798.57
9/5/2018,1795.5,1795.5,1795.5,1795.5
9/4/2018,1812.76,1812.76,1812.76,1812.76
9/3/2018,1813.58,1813.58,1813.58,1813.58
08/31/18,1819.66,1819.66,1819.66,1819.66
08/30/18,1819.66,1819.66,1819.66,1819.66
08/29/18,1820.64,1820.64,1820.64,1820.64
08/28/18,1826.9,1826.9,1826.9,1826.9
08/27/18,1811.6,1811.6,1811.6,1811.6
08/24/18,1808.59,1808.59,1808.59,1808.59
08/23/18,1810.87,1810.87,1810.87,1810.87
08/22/18,1798.11,1798.11,1798.11,1798.11
08/21/18,1798.11,1798.11,1798.11,1798.11
08/20/18,1787.58,1787.58,1787.58,1787.58
08/17/18,1783.47,1783.47,1783.47,1783.47
08/16/18,1777.27,1777.27,1777.27,1777.27
08/15/18,1785.94,1785.94,1785.94,1785.94
08/14/18,1783.78,1783.78,1783.78,1783.78
08/13/18,1783.34,1783.34,1783.34,1783.34
8/10/2018,1805.75,1805.75,1805.75,1805.75
8/9/2018,1804.95,1804.95,1804.95,1804.95
8/8/2018,1804.73,1804.73,1804.73,1804.73
8/7/2018,1791.09,1791.09,1791.09,1791.09
8/6/2018,1779.75,1779.75,1779.75,1779.75
8/3/2018,1780.09,1780.09,1780.09,1780.09
8/2/2018,1778.13,1778.13,1778.13,1778.13
8/1/2018,1788.31,1788.31,1788.31,1788.31
07/31/18,1784.25,1784.25,1784.25,1784.25
07/30/18,1770.26,1770.26,1770.26,1770.26
07/27/18,1769.14,1769.14,1769.14,1769.14
07/26/18,1766.23,1766.23,1766.23,1766.23
07/25/18,1763.78,1763.78,1763.78,1763.78
07/24/18,1762.93,1762.93,1762.93,1762.93
07/23/18,1757.96,1757.96,1757.96,1757.96
07/20/18,1754.67,1754.67,1754.67,1754.67
07/19/18,1759.24,1759.24,1759.24,1759.24
07/18/18,1753.07,1753.07,1753.07,1753.07
07/17/18,1737.28,1737.28,1737.28,1737.28
07/16/18,1726.67,1726.67,1726.67,1726.67
07/13/18,1721.93,1721.93,1721.93,1721.93
7/12/2018,1703.57,1703.57,1703.57,1703.57
7/11/2018,1688.77,1688.77,1688.77,1688.77
7/10/2018,1687.13,1687.13,1687.13,1687.13
7/9/2018,1672.63,1672.63,1672.63,1672.63
7/6/2018,1663.86,1663.86,1663.86,1663.86
7/5/2018,1690.65,1690.65,1690.65,1690.65
7/4/2018,1688.45,1688.45,1688.45,1688.45
7/3/2018,1680.37,1680.37,1680.37,1680.37
7/2/2018,1685.05,1685.05,1685.05,1685.05
06/29/18,1691.5,1691.5,1691.5,1691.5
06/28/18,1665.68,1665.68,1665.68,1665.68
06/27/18,1666.08,1666.08,1666.08,1666.08
06/26/18,1675.86,1675.86,1675.86,1675.86
06/25/18,1678.1,1678.1,1678.1,1678.1
06/22/18,1694.15,1694.15,1694.15,1694.15
06/21/18,1692.32,1692.32,1692.32,1692.32
06/20/18,1709.75,1709.75,1709.75,1709.75
06/19/18,1715.36,1715.36,1715.36,1715.36
06/18/18,1743.43,1743.43,1743.43,1743.43
06/15/18,1761.78,1761.78,1761.78,1761.78
06/14/18,1761.78,1761.78,1761.78,1761.78
06/13/18,1763.57,1763.57,1763.57,1763.57
6/12/2018,1764.16,1764.16,1764.16,1764.16
6/11/2018,1775.8,1775.8,1775.8,1775.8
6/8/2018,1778.32,1778.32,1778.32,1778.32
6/7/2018,1785.81,1785.81,1785.81,1785.81
6/6/2018,1777.13,1777.13,1777.13,1777.13
6/5/2018,1755.14,1755.14,1755.14,1755.14
6/4/2018,1755.17,1755.17,1755.17,1755.17
6/1/2018,1756.38,1756.38,1756.38,1756.38
05/31/18,1740.62,1740.62,1740.62,1740.62
05/30/18,1719.28,1719.28,1719.28,1719.28
05/29/18,1775.84,1775.84,1775.84,1775.84
05/28/18,1775.84,1775.84,1775.84,1775.84
05/25/18,1797.4,1797.4,1797.4,1797.4
05/24/18,1775.66,1775.66,1775.66,1775.66
05/23/18,1804.25,1804.25,1804.25,1804.25
05/22/18,1845.03,1845.03,1845.03,1845.03
05/21/18,1853.58,1853.58,1853.58,1853.58
05/18/18,1854.5,1854.5,1854.5,1854.5
05/17/18,1854.44,1854.44,1854.44,1854.44
05/16/18,1858.26,1858.26,1858.26,1858.26
05/15/18,1848.2,1848.2,1848.2,1848.2
05/14/18,1850.42,1850.42,1850.42,1850.42
5/11/2018,1846.51,1846.51,1846.51,1846.51
5/10/2018,1846.51,1846.51,1846.51,1846.51
5/9/2018,1846.51,1846.51,1846.51,1846.51
5/8/2018,1846.51,1846.51,1846.51,1846.51
5/7/2018,1828.2,1828.2,1828.2,1828.2
5/4/2018,1841.83,1841.83,1841.83,1841.83
5/3/2018,1851.8,1851.8,1851.8,1851.8
5/2/2018,1852.03,1852.03,1852.03,1852.03
5/1/2018,1870.37,1870.37,1870.37,1870.37
04/30/18,1870.37,1870.37,1870.37,1870.37
04/27/18,1863.47,1863.47,1863.47,1863.47
04/26/18,1852.27,1852.27,1852.27,1852.27
04/25/18,1851.93,1851.93,1851.93,1851.93
04/24/18,1865.34,1865.34,1865.34,1865.34
04/23/18,1880.36,1880.36,1880.36,1880.36
04/20/18,1887.75,1887.75,1887.75,1887.75
04/19/18,1895.18,1895.18,1895.18,1895.18
04/18/18,1879.32,1879.32,1879.32,1879.32
04/17/18,1880.49,1880.49,1880.49,1880.49
04/16/18,1878.76,1878.76,1878.76,1878.76
04/13/18,1868.47,1868.47,1868.47,1868.47
4/12/2018,1873.62,1873.62,1873.62,1873.62
4/11/2018,1869.89,1869.89,1869.89,1869.89
4/10/2018,1860.98,1860.98,1860.98,1860.98
4/9/2018,1849.71,1849.71,1849.71,1849.71
4/6/2018,1837.01,1837.01,1837.01,1837.01
4/5/2018,1836.13,1836.13,1836.13,1836.13
4/4/2018,1815.94,1815.94,1815.94,1815.94
4/3/2018,1850.78,1850.78,1850.78,1850.78
4/2/2018,1858.35,1858.35,1858.35,1858.35
03/30/18,1863.46,1863.46,1863.46,1863.46
03/29/18,1856.35,1856.35,1856.35,1856.35
03/28/18,1857.87,1857.87,1857.87,1857.87
03/27/18,1862.45,1862.45,1862.45,1862.45
03/26/18,1859.91,1859.91,1859.91,1859.91
03/23/18,1865.22,1865.22,1865.22,1865.22
03/22/18,1876.87,1876.87,1876.87,1876.87
03/21/18,1865.8,1865.8,1865.8,1865.8
03/20/18,1856.39,1856.39,1856.39,1856.39
03/19/18,1847.94,1847.94,1847.94,1847.94
03/16/18,1846.39,1846.39,1846.39,1846.39
03/15/18,1845.27,1845.27,1845.27,1845.27
03/14/18,1857.06,1857.06,1857.06,1857.06
03/13/18,1864.03,1864.03,1864.03,1864.03
3/12/2018,1861.22,1861.22,1861.22,1861.22
3/9/2018,1843.92,1843.92,1843.92,1843.92
3/8/2018,1839.62,1839.62,1839.62,1839.62
3/7/2018,1837.9,1837.9,1837.9,1837.9
3/6/2018,1848.37,1848.37,1848.37,1848.37
3/5/2018,1842.62,1842.62,1842.62,1842.62
3/2/2018,1856.07,1856.07,1856.07,1856.07
3/1/2018,1860.86,1860.86,1860.86,1860.86
02/28/18,1856.2,1856.2,1856.2,1856.2
02/27/18,1871.46,1871.46,1871.46,1871.46
